id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
2946003580,11/19/14,3,1.5,1370,7500,1,0,0,3,7,1080,290,1958,0,98198,47.4167,-122.322,1400,7500,203000
301400830,12/23/14,3,2.5,1584,3200,2,0,0,3,7,1584,0,2011,0,98002,47.3451,-122.215,1584,2800,263000
5201000030,3/23/15,4,2.5,2370,41338,2,0,0,3,8,2370,0,1995,0,98077,47.7379,-122.052,2340,46661,597000
2123700100,12/02/2014,5,2.75,2130,5000,1,0,0,5,7,1100,1030,1978,0,98118,47.5271,-122.274,1340,6837,353000
5379805260,3/26/15,4,3.5,2260,30250,2,0,0,3,7,2260,0,2013,0,98188,47.4493,-122.281,1270,16350,400200
1432400120,05/08/2015,3,1,1010,7690,1,0,0,4,6,1010,0,1958,0,98058,47.4501,-122.176,1010,7619,255000
7212650850,4/27/15,3,2.5,1710,6773,2,0,0,3,8,1710,0,1993,0,98003,47.2635,-122.312,2220,7551,304000
2380000190,07/01/2014,3,1.75,2530,35150,1,0,0,4,7,1800,730,1977,0,98042,47.3913,-122.121,2460,36386,375000
3039000010,09/09/2014,3,1.75,1140,8558,1,0,0,4,7,1140,0,1982,0,98033,47.7027,-122.198,1490,10530,420000
3876001330,4/24/15,4,1.5,1810,7200,1,0,0,3,7,1810,0,1966,0,98034,47.7207,-122.186,2060,7200,430000
8077100031,4/22/15,3,2.25,1670,1396,2,0,0,3,9,1250,420,2015,0,98115,47.6814,-122.288,1610,5191,631000
1704900206,06/02/2014,3,1.75,1890,7004,1,0,0,3,7,1290,600,1965,0,98118,47.5557,-122.28,1440,5378,465500
5422500220,04/11/2015,4,2.5,2050,6705,1,0,0,4,7,1230,820,1973,0,98034,47.7242,-122.217,1610,7292,479000
5253300243,4/29/15,4,2,1960,10559,2,0,0,4,7,1960,0,1955,0,98133,47.7494,-122.337,1580,7769,415000
9547200340,1/20/15,3,2.75,1700,3264,1,0,0,3,7,1060,640,1919,0,98115,47.6767,-122.311,1880,4080,520000
191100045,07/03/2014,4,2,2490,9525,2,0,0,5,9,2490,0,1968,0,98040,47.5639,-122.217,2770,9525,940000
1370802650,7/29/14,3,2,2660,4500,1,0,0,4,7,1330,1330,1922,0,98199,47.6391,-122.403,1790,5000,605000
9808700025,02/11/2015,3,1.5,1910,21374,1,0,0,1,8,1910,0,1955,0,98004,47.6453,-122.214,2850,16167,1500000
2919201365,6/16/14,4,2.75,2610,4160,3,0,0,5,8,1910,700,1910,0,98103,47.6901,-122.357,1470,4140,650000
7796450200,5/15/14,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,256883
3626039207,10/17/14,4,1.75,2100,6480,1,0,0,5,7,1300,800,1947,0,98177,47.7049,-122.359,1840,7500,522500
7237500650,2/13/15,5,4.25,5040,9466,2,0,0,3,11,5040,0,2004,0,98059,47.5282,-122.133,4300,9417,1280000
250000090,7/14/14,4,4.5,4650,7660,2,0,0,3,11,3640,1010,2008,0,98004,47.6349,-122.198,1710,8400,1750000
3362400511,03/04/2015,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,570000
5469502170,4/14/15,4,2,2760,21465,1,0,0,4,9,2120,640,1979,0,98042,47.3818,-122.165,2550,13144,459950
1974200060,4/24/15,4,2.5,2400,10070,1,0,0,3,7,1510,890,1967,0,98034,47.7104,-122.24,2030,9964,525000
6204400130,7/18/14,3,1.75,1620,8085,1,0,0,3,7,1210,410,1976,0,98011,47.7349,-122.197,1700,8085,395000
9414610240,03/10/2015,3,1.75,2030,10089,1,0,0,4,8,1330,700,1976,0,98027,47.5217,-122.05,2030,9827,485000
4217401180,5/30/14,3,2.5,2090,6000,1.5,0,0,4,9,2090,0,1928,0,98105,47.6567,-122.281,2730,6000,1370000
722059070,1/15/15,3,1,1430,15246,1,0,0,4,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068,235000
6071700160,6/23/14,6,2.75,2660,8400,1,0,0,5,8,1550,1110,1962,0,98006,47.549,-122.173,2280,8400,603500
9358400150,02/06/2015,5,3.5,4150,13232,2,0,0,3,11,4150,0,2006,0,98003,47.3417,-122.182,3840,15121,635000
3323059027,2/25/15,3,2.75,1720,28000,1,0,0,4,7,1720,0,1958,0,98058,47.4375,-122.176,2000,41817,340000
3862710180,3/26/15,3,2.5,1800,2731,2,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,1800,3265,408474
9250900104,04/10/2015,5,1.75,2110,8500,1,0,0,3,7,1100,1010,1962,0,98133,47.7737,-122.35,2020,8500,496000
1424069056,08/05/2014,4,3.75,4100,61419,2,0,0,3,9,4100,0,2014,0,98029,47.5626,-122.005,2010,32362,1350000
7853230570,9/15/14,3,2.5,2230,5800,2,0,0,3,7,2230,0,2004,0,98065,47.5308,-121.847,2230,6088,440000
7229900250,12/02/2014,3,1,1000,16376,1,0,0,3,7,1000,0,1959,0,98059,47.4825,-122.108,1420,16192,228000
2310110230,5/20/14,3,2.5,2170,4905,2,0,0,3,8,2170,0,2004,0,98038,47.3503,-122.039,2300,4935,329900
3438501327,05/04/2015,2,2.5,1570,2399,2,0,0,3,7,1180,390,2009,0,98106,47.5488,-122.364,1590,2306,352500
9528101061,8/25/14,4,3.5,1460,951,3,0,0,3,8,1460,0,2008,0,98115,47.6821,-122.326,1430,1282,580000
2144800215,5/19/14,4,1.75,2080,13629,1,0,0,4,7,1040,1040,1955,0,98178,47.4866,-122.232,1780,14659,285000
7655900031,03/06/2015,2,1,590,8717,1,0,0,3,6,590,0,1953,0,98133,47.7343,-122.335,1370,6760,240000
2122700120,8/20/14,3,1,2230,8163,1,0,0,3,7,1230,1000,1966,0,98118,47.5215,-122.275,2380,6874,235000
3625600190,04/09/2015,4,2.5,3510,13100,2,0,0,4,10,3510,0,1966,0,98040,47.5306,-122.227,3230,12745,1260000
1274500170,05/06/2015,3,1,1150,8848,1,0,0,3,7,1150,0,1968,0,98042,47.3626,-122.111,1220,9576,227500
5693500270,1/21/15,4,1,2000,4800,2,0,0,4,7,2000,0,1911,0,98103,47.6583,-122.351,1260,1452,715000
3526059115,4/21/15,5,3,2670,11761,1,0,0,3,7,1370,1300,1981,0,98052,47.6895,-122.129,2580,10703,515000
6752601110,05/12/2014,4,2.5,2380,7066,2,0,0,4,7,2380,0,1997,0,98031,47.3982,-122.172,2310,8127,357000
3056800230,8/20/14,4,2.5,1790,6590,2,0,0,3,7,1790,0,2005,0,98059,47.4829,-122.128,1950,5180,397000
7611200125,10/23/14,2,1.5,1320,10800,1,0,0,4,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,467000
305010190,10/16/14,4,2.5,2830,8399,2,0,0,3,9,2830,0,1998,0,98075,47.5851,-122.034,2520,6890,680000
7697800040,8/26/14,4,2.75,2150,9820,1,0,0,4,8,1220,930,1979,0,98011,47.7758,-122.2,2060,9830,470000
9528100899,4/28/15,3,2.5,1850,1330,2.5,0,0,3,9,1560,290,2004,0,98115,47.6831,-122.325,1810,2071,827000
2725069050,6/13/14,4,2.5,4120,22370,2,0,0,3,10,4120,0,1997,0,98074,47.6239,-122.023,3180,7257,863000
3275750050,3/20/15,4,2.5,2030,7140,1,0,0,4,7,1400,630,1968,0,98008,47.6244,-122.109,1800,7565,556300
1601600195,3/19/15,3,1,1510,6200,1,0,0,3,6,1010,500,1955,0,98118,47.5293,-122.274,1710,8623,299000
9297301015,04/08/2015,3,1.75,1030,4800,1,0,0,3,6,930,100,1927,0,98126,47.566,-122.373,1540,4800,277284
1601600167,05/07/2014,5,2.75,2410,5003,1,0,0,3,7,1410,1000,2008,0,98118,47.5298,-122.274,1590,5003,365000
191100140,3/16/15,4,2.5,2250,10160,2,0,0,5,8,2250,0,1967,0,98040,47.5645,-122.219,2660,10125,1060000
3343901242,08/07/2014,3,1.5,1900,7584,1,0,0,5,7,1900,0,1962,0,98056,47.5091,-122.19,1410,7584,335000
7224500010,06/03/2014,2,1.75,1220,5000,1,0,0,5,7,860,360,1921,0,98055,47.4906,-122.204,1120,5000,253000
7792000140,05/04/2015,4,2.5,3060,27251,1.5,0,0,3,8,3060,0,2008,0,98022,47.1967,-121.966,1760,27251,369000
8582010240,05/06/2014,4,2.5,2110,13850,2,0,0,3,9,2110,0,1987,0,98027,47.5497,-122.077,2520,10194,606000
3815500045,10/03/2014,3,2.25,1880,12473,1,0,0,3,8,1420,460,1958,0,98028,47.7623,-122.256,2300,10469,399000
3629980350,12/09/2014,4,2.5,3060,8167,2,0,0,3,9,3060,0,2005,0,98029,47.5521,-121.989,2930,4800,753000
2877102180,8/29/14,2,1,1020,5000,1,0,0,4,7,1020,0,1916,0,98117,47.6781,-122.363,1480,5000,505000
2493200155,04/03/2015,4,2.25,2770,5320,2,0,1,3,9,2440,330,2013,0,98136,47.5283,-122.385,2100,6011,950000
3236500220,07/09/2014,3,2.5,1460,7573,2,0,0,3,8,1460,0,1983,0,98007,47.6012,-122.141,1910,7668,450000
1826049362,06/11/2014,3,2.5,3370,19585,2,0,0,3,7,3200,170,1951,0,98133,47.7388,-122.339,1730,9430,515000
1394300005,05/07/2014,2,1,820,6400,1,0,0,4,7,820,0,1944,0,98126,47.55,-122.379,1490,6400,361280
222069029,2/19/15,2,1.75,1780,224769,1,0,0,4,8,1780,0,1976,0,98038,47.4158,-122.002,2060,71560,535000
1326069151,2/24/15,3,1.75,2160,22702,1,0,0,4,7,2160,0,1981,0,98019,47.7355,-121.982,1820,22687,260000
7148700050,1/26/15,3,1.75,2650,7378,1,0,0,3,7,1460,1190,1952,0,98155,47.7525,-122.315,1600,7616,340000
5416500980,7/29/14,4,2.5,2750,5767,2,0,0,3,9,2750,0,2005,0,98038,47.3595,-122.038,2800,5376,419900
4139420430,06/11/2014,5,3.5,4210,17258,2,0,3,3,12,4210,0,1995,0,98006,47.553,-122.114,4630,17909,1370000
2600010070,4/14/15,3,2.25,3370,11757,2,0,2,4,9,3370,0,1980,0,98006,47.5573,-122.16,2690,10500,998000
8651511030,10/02/2014,3,1.75,2120,9146,1,0,0,3,8,1260,860,1981,0,98074,47.6475,-122.064,2040,10485,525000
4188000490,9/22/14,4,2.5,3620,42580,2,0,0,3,10,3620,0,1984,0,98052,47.7204,-122.115,2950,33167,900000
8108600442,05/05/2015,3,1,1270,16800,1,0,0,4,7,1270,0,1957,0,98188,47.4599,-122.276,1700,10200,254000
2619950060,09/09/2014,5,4,3210,7200,2,0,0,3,8,2410,800,2011,0,98019,47.7329,-121.966,2750,7200,465000
2938100005,8/29/14,3,1.5,1370,10115,1,0,0,4,7,1370,0,1957,0,98022,47.2027,-122,1450,9282,264950
5628300015,11/06/2014,3,2,1640,9750,1,0,0,3,7,1640,0,1959,0,98028,47.7425,-122.241,1340,9750,375000
200800480,11/06/2014,3,2.5,1960,8469,2,0,0,4,8,1960,0,1984,0,98052,47.7236,-122.105,2040,8189,552321
5379800040,8/13/14,2,1.75,2090,11317,1,0,0,5,7,1090,1000,1931,0,98188,47.4594,-122.279,1940,11317,275000
2193340140,8/14/14,4,2.5,1850,7850,2,0,0,3,8,1850,0,1985,0,98052,47.6914,-122.103,1830,8140,540000
9526600210,10/07/2014,4,2.5,2540,4241,2,0,0,3,8,2540,0,2009,0,98052,47.7073,-122.112,3010,4929,717000
3124089086,10/02/2014,4,1,1730,177657,1.5,0,0,3,5,1730,0,1948,0,98065,47.5163,-121.829,1400,45175,300000
8901001090,11/17/14,3,1,2000,22500,1,0,0,3,7,1680,320,1939,0,98125,47.711,-122.308,2000,10000,525000
7979900006,6/25/14,3,1.5,2330,11740,1,0,0,3,8,1330,1000,1954,0,98155,47.7481,-122.292,2630,11740,450000
1118001215,02/04/2015,3,2.5,3420,8700,1,0,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700,2250000
3445000005,11/17/14,2,1,1370,11584,1,0,0,4,6,1370,0,1950,0,98198,47.4224,-122.293,1330,8012,237600
623049094,5/16/14,3,1,1000,18513,1,0,0,3,6,1000,0,1940,0,98146,47.5118,-122.348,1280,8113,180000
3359500665,10/09/2014,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0,98115,47.6754,-122.325,1290,3500,725000
2482500040,7/17/14,5,1.75,1798,11232,1,0,0,3,7,1798,0,1967,0,98001,47.3266,-122.291,1300,15582,199900
4036801315,11/04/2014,4,1.5,1620,7875,1,0,0,3,7,1620,0,1956,0,98008,47.6041,-122.126,1890,8400,425000
7631200310,11/06/2014,2,2.5,2720,26761,2,1,4,3,7,2720,0,1990,0,98166,47.4499,-122.376,1870,12396,985000
6632900574,08/06/2014,5,3,2980,10064,1,0,0,3,7,1680,1300,1940,0,98155,47.7372,-122.316,1590,7800,367500
1525059190,09/12/2014,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,1040000
8001600150,03/10/2015,3,1.5,1810,8232,1,0,0,3,8,1810,0,1988,0,98001,47.3195,-122.273,2260,8491,300000
6082400152,03/04/2015,3,2.25,1890,9646,1,0,0,3,8,1890,0,1966,0,98168,47.4838,-122.299,1580,9488,325000
8682320350,07/09/2014,2,2.5,2150,5760,1,0,0,3,8,2150,0,2010,0,98053,47.7094,-122.018,1640,4680,741500
7454001120,12/12/2014,2,1,710,7120,1,0,0,5,6,710,0,1942,0,98146,47.5122,-122.374,1100,7020,285950
9285800055,10/14/14,4,2.5,2210,5077,1.5,0,0,4,8,1480,730,1912,0,98126,47.5719,-122.377,1740,5000,619500
6909200007,09/03/2014,3,1.75,1458,858,2,0,0,3,8,950,508,2014,0,98144,47.592,-122.293,1458,3000,620000
7284900460,11/20/14,4,2.5,3370,7200,2,0,0,3,8,3370,0,2014,0,98177,47.7698,-122.384,1880,7200,890000
1163400020,04/03/2015,3,1.5,1590,21600,1.5,0,0,4,7,1590,0,1971,0,98022,47.2159,-121.966,1780,21600,251000
724069065,07/03/2014,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,98075,47.5844,-122.081,3150,15542,1140000
3629760110,8/21/14,3,2.5,2490,4904,2,0,0,3,9,2490,0,2003,0,98029,47.5451,-122.014,2370,4050,634000
3901100030,6/27/14,4,2.75,3610,8580,2,0,0,3,9,3610,0,2014,0,98033,47.6706,-122.173,2360,8580,982000
7893801760,11/17/14,3,1.75,2120,11340,1,0,3,4,7,1060,1060,1966,0,98198,47.4109,-122.329,1830,8650,368000
1149900050,03/12/2015,4,2.5,2780,7985,2,0,0,4,10,2780,0,1992,0,98029,47.5608,-122.016,2650,8094,717000
2310100240,12/18/14,3,2.5,2240,6097,2,0,0,3,8,2240,0,2002,0,98038,47.3503,-122.042,2240,5574,315000
9522100375,7/15/14,5,1.5,1720,5000,1.5,0,0,3,8,1720,0,1915,0,98103,47.6627,-122.355,1720,5000,775000
1558500100,9/16/14,4,2.25,1930,6508,2,0,0,3,8,1930,0,1996,0,98019,47.7458,-121.977,2170,6548,360000
1775800860,4/28/15,3,2.25,1850,12000,1,0,0,4,7,1300,550,1977,0,98072,47.7408,-122.101,1580,12616,469500
7225000140,2/18/15,4,1,1100,5000,1.5,0,0,5,6,1100,0,1904,0,98055,47.4868,-122.204,1560,4838,330000
1025069192,11/05/2014,4,3.25,4030,57499,2,0,0,3,9,4030,0,2002,0,98053,47.6617,-122.026,3470,57499,929000
6851700381,4/14/15,4,2,2580,4500,2,0,0,4,9,1850,730,1905,0,98102,47.6245,-122.316,2590,4100,935000
7129302235,1/22/15,3,1.75,2080,6554,1,0,0,3,7,1040,1040,1950,0,98118,47.5135,-122.257,1230,5650,325000
3862710050,11/13/14,3,2.5,1800,3265,2,0,0,3,8,1800,0,2014,0,98065,47.5338,-121.841,1800,3663,437718
5255000110,10/07/2014,3,1.75,2560,8400,1,0,0,3,7,1970,590,1959,0,98011,47.7668,-122.197,1970,8400,460000
5101406522,10/01/2014,3,1.5,1130,5413,1,0,0,3,7,940,190,1946,0,98125,47.7021,-122.32,1400,7168,420000
5379805120,4/24/15,2,1,740,7380,1,0,0,4,6,740,0,1951,0,98188,47.4481,-122.278,1500,10075,213000
1370803180,08/08/2014,3,3.25,3230,7800,2,0,3,3,10,3230,0,2005,0,98199,47.6348,-122.403,3030,6600,1780000
5515600087,12/09/2014,3,1.5,1100,33600,1,0,0,3,7,1100,0,1967,0,98001,47.3185,-122.29,1570,32700,215000
7806500290,8/18/14,3,2.5,2790,19485,2,0,0,3,9,2790,0,1990,0,98059,47.4688,-122.124,2580,17859,535000
7203600040,7/25/14,3,1.5,1990,5978,1.5,1,4,4,7,1990,0,1926,0,98198,47.3449,-122.329,2100,6221,625000
1788700070,6/27/14,2,1,810,8424,1,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,170000
5015000190,6/25/14,5,2,2000,4211,1.5,0,2,4,7,1280,720,1908,0,98112,47.6283,-122.301,1680,4000,690500
418000415,3/19/15,2,1,700,5000,1,0,0,5,6,700,0,1952,0,98056,47.4927,-122.172,1040,5200,191000
11500240,4/28/15,3,2.5,2870,13695,2,0,0,3,10,2870,0,1991,0,98052,47.6944,-122.102,2840,8472,872750
1428900033,11/19/14,4,2.5,2630,6100,2,0,0,3,8,2630,0,2004,0,98072,47.7735,-122.167,2360,5765,576925
1337801060,03/05/2015,3,1,2050,4800,2,0,0,3,8,1950,100,1922,0,98112,47.6315,-122.311,2220,4800,1030000
9510900610,10/30/14,5,2.75,2300,7600,1,0,0,4,7,1400,900,1969,0,98023,47.3084,-122.372,1750,8500,294000
2473370050,06/04/2014,4,1.75,1650,7800,1,0,0,3,8,1650,0,1968,0,98058,47.4507,-122.139,1750,10400,327500
2424059127,8/20/14,2,1.75,3490,88909,1,0,3,3,10,2320,1170,1980,0,98006,47.5462,-122.112,3490,40185,952000
3904921070,08/12/2014,4,2.5,2340,8971,2,0,0,3,9,2340,0,1987,0,98029,47.5679,-122.011,2510,9219,590000
1938400520,10/16/14,4,2.25,2040,7600,1,0,0,4,8,1580,460,1978,0,98023,47.3169,-122.365,2130,7200,272000
3235390010,05/05/2015,3,1.75,1420,8126,1,0,0,3,8,1420,0,1991,0,98031,47.3871,-122.189,1730,7954,265000
475000975,5/22/14,4,2,1640,5000,2,0,0,3,7,1640,0,1907,1983,98107,47.6662,-122.365,1240,5000,492000
5153200506,7/31/14,3,1,1000,12000,1,0,0,3,7,1000,0,1959,0,98023,47.3321,-122.346,1490,14940,217000
2028701000,5/29/14,4,1.75,1640,4240,1,0,0,5,7,920,720,1921,0,98117,47.6766,-122.368,1300,4240,635200
3625500130,5/30/14,4,2.5,3150,13700,2,0,0,4,9,3150,0,1966,0,98040,47.5309,-122.224,3200,11900,1260000
8653600100,3/30/15,5,2.5,3120,15593,2,0,4,3,11,3120,0,1986,0,98074,47.6142,-122.065,3390,17003,750000
7517500310,05/06/2015,3,1,1460,6198,1.5,0,0,4,7,1460,0,1916,0,98107,47.6626,-122.361,2280,5160,775000
7787890050,2/18/15,4,2.5,3140,8455,2,0,0,3,8,3140,0,2003,0,98059,47.4866,-122.147,3140,7391,529888
1461200020,03/10/2015,5,2.5,3070,34991,2,0,0,3,9,3070,0,1995,0,98059,47.4721,-122.148,2150,19515,620000
6713100031,02/11/2015,3,2.25,1570,7187,1,0,0,4,8,1170,400,1980,0,98133,47.7604,-122.356,1660,8775,476000
5095400630,12/05/2014,4,1.75,1750,18810,1,0,0,3,7,1220,530,1977,0,98059,47.4719,-122.074,1840,17424,360000
5393601635,12/29/14,5,2,2220,6000,1.5,0,0,4,7,1390,830,1925,0,98144,47.5822,-122.295,1600,6000,515000
2324039100,11/12/2014,4,2.75,2440,5080,2,0,0,3,8,1750,690,1960,0,98126,47.5547,-122.379,1920,6375,525000
1214000080,6/26/14,3,1,1750,7800,1,0,0,4,7,1150,600,1956,0,98166,47.4596,-122.343,1750,7560,329950
7896300070,05/01/2015,4,1,1290,6034,1,0,0,3,6,1050,240,1950,0,98118,47.5223,-122.286,1060,6034,265000
4406000390,5/21/14,3,1.5,1060,9039,1,0,0,3,7,1060,0,1973,2013,98058,47.4293,-122.151,1410,9515,255000
2817900100,3/30/15,3,2.75,2840,39324,1,0,0,3,9,2200,640,1988,0,98092,47.3076,-122.101,2840,39413,450000
3179102305,7/17/14,3,1.75,2100,6874,1,0,0,3,7,1300,800,1943,0,98115,47.6724,-122.279,2220,5912,580000
6117502727,09/02/2014,5,3.5,2790,16952,2,0,2,3,10,1970,820,1991,0,98166,47.4384,-122.347,2980,17281,738000
1604602195,2/23/15,5,1.75,1580,5292,1,0,0,3,6,980,600,1913,0,98118,47.5677,-122.29,1600,2976,265000
422000010,11/06/2014,3,1,1580,5250,1,0,0,5,7,1580,0,1954,0,98056,47.4964,-122.168,1180,5940,299950
2023039045,11/03/2014,2,1,1300,39639,1,0,0,4,6,1300,0,1960,0,98070,47.466,-122.452,1880,98881,295000
7751800070,08/04/2014,3,1.5,1800,10050,1,0,0,3,7,1800,0,1955,0,98008,47.6344,-122.126,1610,10050,583000
7972601950,6/17/14,5,3.5,2800,7350,2,0,0,3,7,2800,0,1995,0,98106,47.5273,-122.345,2190,7620,379900
1402000070,5/20/14,4,2.25,1770,33132,1,0,0,4,8,1190,580,1965,0,98058,47.4413,-122.151,2490,20000,390000
3811300110,04/06/2015,5,2.5,2250,7176,1,0,0,3,7,1310,940,1983,0,98055,47.4486,-122.194,1550,9081,349950
5702380730,8/23/14,2,2,1340,7605,1,0,0,3,7,1340,0,1992,0,98022,47.1936,-121.981,1670,7136,230000
1795900120,10/29/14,3,2.5,2250,9235,2,0,0,3,8,2250,0,1985,0,98052,47.7268,-122.105,2290,8187,549000
8097000380,8/18/14,3,2.5,2420,7423,2,0,0,3,8,2420,0,1990,0,98092,47.3199,-122.186,2260,7629,339900
2493200040,03/12/2015,2,2.25,2910,6110,2,0,2,4,9,2910,0,1985,0,98136,47.5279,-122.387,2090,5763,620000
5200100105,08/07/2014,3,2.25,1660,3478,1.5,0,0,4,7,1100,560,1929,0,98117,47.6773,-122.372,1610,3478,620000
1555300490,12/29/14,3,1,1520,7800,1,0,0,4,7,1120,400,1967,0,98032,47.3784,-122.29,1740,8000,250000
5152600090,07/08/2014,5,2.5,2340,13713,1,0,0,2,8,1670,670,1967,0,98003,47.3307,-122.324,2080,11000,235500
6865200831,05/07/2014,2,1,820,2723,1,0,0,3,7,820,0,1921,0,98103,47.6623,-122.339,1370,3850,475000
9407150130,12/01/2014,4,2.5,1980,7264,2,0,0,3,7,1980,0,1996,0,98038,47.3678,-122.019,1600,6380,240000
4388000140,7/29/14,3,1,1070,6440,1,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532,194000
4432600075,1/28/15,4,2,2110,4140,2,0,0,3,9,1710,400,1925,2003,98116,47.5836,-122.387,1440,4420,725000
4217402162,7/25/14,3,2.25,2390,7875,1,0,1,3,10,1980,410,1948,0,98105,47.6515,-122.278,3720,9075,1190000
2848700095,04/02/2015,4,1.5,1960,5000,1,0,0,3,7,980,980,1912,0,98106,47.5688,-122.363,1300,5000,412000
9238500480,5/23/14,4,2.75,2430,20720,1,0,0,3,7,2430,0,1967,0,98072,47.775,-122.139,2580,26950,465425
1370800680,3/24/15,3,2.75,3450,5350,1.5,0,3,4,9,2590,860,1925,0,98199,47.6389,-122.407,2910,5350,1300000
4107100204,8/21/14,4,3.25,3860,17820,1,0,4,4,10,2630,1230,1975,0,98004,47.6224,-122.215,4590,23760,2140000
1446400648,11/06/2014,2,1,1080,9067,1,0,0,3,6,1080,0,1951,0,98168,47.4815,-122.331,1080,6647,203000
1823049046,08/06/2014,2,1.5,1670,9880,1,0,0,4,7,1670,0,1941,1963,98146,47.4864,-122.348,1670,9807,240000
1563102435,12/10/2014,3,1.75,2150,4200,1,0,4,5,8,1140,1010,1960,0,98116,47.5671,-122.405,2510,7500,950000
6163900073,09/05/2014,2,1,770,9370,1,0,0,3,7,770,0,1947,0,98155,47.762,-122.321,1060,9352,180000
3210600010,10/31/14,3,2.25,1940,7482,1,0,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310,635000
3971700940,9/30/14,3,1.5,1430,8000,1,0,0,5,7,1430,0,1948,0,98155,47.772,-122.322,1410,9820,330000
7284900098,9/24/14,3,2.5,2820,7200,1,0,3,3,9,1780,1040,1979,0,98177,47.7691,-122.388,2300,7200,705000
